Incident ID,Date,Site,Country,Incident Type,Severity,Shift,Response Time (min),Badge Access,CCTV Alert,Visitor,Outcome
INC00263,2026-01-13,London,UK,Visitor Policy Violation,Medium,Evening,6,Yes,No,No,Confirmed
INC00264,2026-02-12,Sydney,Australia,Emergency Exit Misuse,High,Night,13,Yes,Yes,Yes,Confirmed
INC00265,2026-05-12,Dublin,Ireland,Badge Misuse,Medium,Evening,14,No,Yes,No,Resolved
INC00266,2025-01-01,Bangalore,India,Unauthorized Access,Medium,Day,2,N/A,Yes,No,Under Investigation
INC00267,2026-01-05,Dublin,Ireland,Door Forced Open,Critical,Day,11,No,Yes,No,Confirmed
INC00268,2025-01-02,Singapore,Singapore,Visitor Policy Violation,Low,Night,16,Yes,Yes,No,Confirmed
INC00269,2025-05-04,Sydney,Australia,Tailgating,Medium,Evening,17,Yes,Yes,No,Resolved
INC00270,2025-11-03,London,UK,Unauthorized Access,High,Day,11,Yes,Yes,No,Confirmed
INC00271,2025-06-18,Austin,USA,Unauthorized Access,Medium,Evening,4,No,Yes,No,Resolved
INC00272,2025-05-07,Singapore,Singapore,Unauthorized Access,Medium,Day,14,Yes,Yes,No,Confirmed
INC00273,2025-09-12,Austin,USA,Lost Badge,Medium,Evening,5,No,Yes,No,Resolved
INC00274,2025-10-30,Dublin,Ireland,Lost Badge,Low,Night,9,No,Yes,No,Confirmed
INC00275,2025-03-14,Berlin,Germany,Unauthorized Access,Medium,Evening,2,N/A,No,Yes,Under Investigation
INC00276,2025-03-16,Berlin,Germany,Badge Misuse,Medium,Night,9,Yes,Yes,No,Confirmed
INC00277,2026-05-29,Bangalore,India,Visitor Policy Violation,Medium,Evening,12,Yes,Yes,No,Confirmed
INC00278,2025-07-28,London,UK,Suspicious Person,Medium,Evening,6,N/A,Yes,No,Confirmed
INC00279,2025-09-02,London,UK,Suspicious Person,High,Night,13,Yes,Yes,No,Confirmed
INC00280,2025-01-12,Austin,USA,Unauthorized Access,Medium,Night,12,Yes,No,No,Resolved
INC00281,2025-10-03,Dublin,Ireland,Door Forced Open,Critical,Day,11,No,Yes,No,Confirmed
INC00282,2026-06-08,Dublin,Ireland,Suspicious Package,Critical,Evening,9,Yes,Yes,No,Confirmed
INC00283,2026-06-06,Dublin,Ireland,Unauthorized Access,Medium,Day,21,Yes,Yes,No,Under Investigation
INC00284,2025-09-12,Austin,USA,Tailgating,High,Day,12,Yes,Yes,No,Confirmed
INC00285,2026-06-13,Tokyo,Japan,Unauthorized Access,Medium,Day,24,Yes,Yes,No,Resolved
INC00286,2025-07-25,Tokyo,Japan,Unauthorized Access,High,Day,10,Yes,Yes,No,Confirmed
INC00287,2025-07-20,Tokyo,Japan,Suspicious Package,High,Night,11,No,Yes,No,Confirmed
INC00288,2025-01-02,Tokyo,Japan,Emergency Exit Misuse,Medium,Night,5,No,Yes,No,Confirmed
INC00289,2025-03-03,Singapore,Singapore,CCTV Offline,Medium,Day,14,Yes,Yes,Yes,Resolved
INC00290,2025-03-28,Berlin,Germany,Badge Misuse,High,Night,11,Yes,Yes,No,Confirmed
INC00291,2025-09-25,Bangalore,India,Visitor Policy Violation,Low,Day,18,Yes,No,No,Confirmed
INC00292,2025-04-22,Singapore,Singapore,Unauthorized Access,Medium,Day,2,Yes,Yes,No,Confirmed
INC00293,2025-09-29,Tokyo,Japan,Lost Badge,Medium,Day,13,No,Yes,No,Resolved
INC00294,2025-09-12,Singapore,Singapore,Badge Misuse,Medium,Day,10,N/A,Yes,Yes,Confirmed
INC00295,2025-09-13,Austin,USA,Tailgating,High,Night,13,No,Yes,Yes,Resolved
INC00296,2026-01-17,Singapore,Singapore,Door Forced Open,High,Night,13,No,No,Yes,Confirmed
INC00297,2026-03-31,London,UK,Tailgating,Medium,Day,12,No,No,Yes,Under Investigation
INC00298,2026-02-09,Bangalore,India,Door Forced Open,Critical,Night,9,Yes,Yes,No,Confirmed
INC00299,2025-06-02,Austin,USA,Suspicious Person,High,Day,18,Yes,Yes,No,Confirmed
INC00300,2026-03-06,Bangalore,India,Unauthorized Access,High,Day,13,Yes,No,No,Resolved
INC00301,2026-05-12,Bangalore,India,Visitor Policy Violation,Medium,Evening,8,Yes,Yes,Yes,Confirmed
INC00302,2026-04-29,Bangalore,India,Suspicious Person,Medium,Night,17,Yes,Yes,No,Under Investigation
INC00303,2025-02-27,London,UK,Lost Badge,Low,Day,13,Yes,No,No,Under Investigation
INC00304,2026-01-03,Austin,USA,Door Forced Open,High,Evening,2,No,Yes,No,Under Investigation
INC00305,2026-05-20,Austin,USA,Suspicious Package,Critical,Night,9,Yes,Yes,No,Confirmed
INC00306,2025-07-26,Sydney,Australia,Tailgating,High,Night,11,No,Yes,Yes,Resolved
INC00307,2025-05-26,Tokyo,Japan,Tailgating,Medium,Day,13,No,No,No,Under Investigation
INC00308,2025-11-27,Berlin,Germany,Suspicious Package,Critical,Day,2,Yes,Yes,No,Confirmed
INC00309,2026-01-01,Sydney,Australia,Emergency Exit Misuse,High,Day,13,Yes,Yes,No,Confirmed
INC00310,2025-02-03,Bangalore,India,Suspicious Package,High,Night,18,Yes,Yes,No,Resolved
INC00311,2025-03-21,London,UK,CCTV False Alarm,Low,Day,13,Yes,No,Yes,False Alarm
INC00312,2025-09-13,Tokyo,Japan,CCTV False Alarm,Low,Day,26,No,Yes,No,False Alarm
INC00313,2026-03-06,Bangalore,India,Tailgating,High,Day,22,Yes,Yes,No,Confirmed
INC00314,2025-03-17,Sydney,Australia,Suspicious Package,Critical,Day,9,No,Yes,Yes,Confirmed
INC00315,2026-01-20,London,UK,Unauthorized Access,High,Day,13,No,No,No,Under Investigation
INC00316,2025-06-18,Sydney,Australia,Tailgating,High,Night,13,No,Yes,Yes,Confirmed
INC00317,2025-11-01,Singapore,Singapore,Visitor Policy Violation,Medium,Evening,12,Yes,No,Yes,Confirmed
INC00318,2026-05-07,Berlin,Germany,Unauthorized Access,High,Night,13,Yes,Yes,Yes,Confirmed
INC00319,2026-02-12,London,UK,CCTV False Alarm,Low,Day,2,Yes,Yes,No,False Alarm
INC00320,2025-02-15,Tokyo,Japan,Visitor Policy Violation,Medium,Day,13,Yes,Yes,Yes,Confirmed
INC00321,2025-12-19,Bangalore,India,Door Forced Open,High,Day,13,No,Yes,Yes,Confirmed
INC00322,2025-08-30,Berlin,Germany,CCTV Offline,Medium,Evening,7,Yes,Yes,No,Resolved
INC00323,2025-06-21,Austin,USA,Unauthorized Access,High,Day,20,Yes,Yes,No,Confirmed
INC00324,2025-03-10,Austin,USA,Suspicious Package,High,Day,10,Yes,Yes,No,Under Investigation
INC00325,2025-06-03,Sydney,Australia,Tailgating,High,Day,15,No,No,No,Confirmed
INC00326,2025-09-28,London,UK,Suspicious Person,High,Night,17,Yes,Yes,No,Confirmed
INC00327,2026-02-16,Dublin,Ireland,Visitor Policy Violation,Low,Evening,22,Yes,Yes,No,Under Investigation
INC00328,2025-11-07,Tokyo,Japan,Tailgating,High,Night,14,Yes,No,No,Resolved
INC00329,2026-03-30,Singapore,Singapore,Door Forced Open,Critical,Night,12,No,Yes,Yes,Confirmed
INC00330,2026-06-12,Berlin,Germany,CCTV False Alarm,Low,Night,7,No,Yes,No,False Alarm
INC00331,2025-07-25,Berlin,Germany,Door Forced Open,High,Day,13,Yes,No,No,Confirmed
INC00332,2025-05-07,Sydney,Australia,CCTV Offline,Medium,Evening,8,No,Yes,No,Confirmed
INC00333,2025-09-22,Sydney,Australia,Suspicious Package,High,Day,11,Yes,Yes,Yes,Confirmed
INC00334,2025-10-03,Singapore,Singapore,Lost Badge,Low,Evening,4,No,Yes,No,Under Investigation
INC00335,2025-01-09,Bangalore,India,CCTV False Alarm,Low,Evening,13,No,Yes,No,False Alarm
INC00336,2026-04-16,Dublin,Ireland,Visitor Policy Violation,Medium,Night,18,Yes,Yes,No,Resolved
INC00337,2026-01-19,Berlin,Germany,Suspicious Package,Critical,Day,5,Yes,Yes,No,Confirmed
INC00338,2025-09-25,Dublin,Ireland,Emergency Exit Misuse,High,Night,9,No,No,No,Confirmed
INC00339,2025-05-24,Singapore,Singapore,Tailgating,High,Evening,10,N/A,Yes,No,Confirmed
INC00340,2025-08-16,Bangalore,India,Suspicious Package,Critical,Day,4,No,Yes,No,Under Investigation
INC00341,2025-07-05,Tokyo,Japan,CCTV Offline,Medium,Night,10,No,Yes,No,Under Investigation
INC00342,2025-08-17,Tokyo,Japan,Emergency Exit Misuse,Medium,Day,17,No,Yes,No,Confirmed
INC00343,2025-05-01,Dublin,Ireland,Suspicious Package,High,Evening,2,Yes,No,Yes,Under Investigation
INC00344,2026-02-28,London,UK,Emergency Exit Misuse,High,Evening,13,Yes,No,Yes,Confirmed
INC00345,2025-07-04,Berlin,Germany,Suspicious Package,High,Day,13,No,Yes,No,Confirmed
INC00346,2025-06-12,Dublin,Ireland,Lost Badge,Low,Evening,6,Yes,Yes,Yes,Resolved
INC00347,2026-01-28,Berlin,Germany,Visitor Policy Violation,Medium,Night,18,No,No,No,Resolved
INC00348,2025-09-12,Singapore,Singapore,Tailgating,Medium,Evening,12,Yes,No,No,Confirmed
INC00349,2025-11-02,Dublin,Ireland,Door Forced Open,High,Night,17,Yes,Yes,No,Resolved
INC00350,2025-07-12,Austin,USA,Badge Misuse,High,Day,10,Yes,No,No,Confirmed
INC00351,2026-06-01,Singapore,Singapore,Door Forced Open,High,Night,14,No,Yes,No,Confirmed
INC00352,2025-01-21,Bangalore,India,Suspicious Package,Critical,Evening,16,Yes,Yes,No,Confirmed
INC00353,2025-01-10,Dublin,Ireland,CCTV False Alarm,Low,Day,9,No,Yes,No,False Alarm
INC00354,2025-05-01,Austin,USA,Visitor Policy Violation,Low,Evening,18,Yes,Yes,No,Resolved
INC00355,2026-02-24,Dublin,Ireland,CCTV Offline,Medium,Day,11,Yes,Yes,No,Confirmed
INC00356,2026-05-21,Bangalore,India,Tailgating,Medium,Night,13,Yes,Yes,No,Resolved
INC00357,2025-10-31,London,UK,Suspicious Person,Medium,Evening,11,No,No,No,Confirmed
INC00358,2025-02-16,Tokyo,Japan,Visitor Policy Violation,Low,Day,13,Yes,Yes,No,Confirmed
INC00359,2025-04-06,Sydney,Australia,Suspicious Package,High,Night,8,Yes,Yes,No,Resolved
INC00360,2025-03-02,Sydney,Australia,Visitor Policy Violation,Low,Day,15,N/A,No,Yes,Under Investigation
INC00361,2026-01-24,Sydney,Australia,Suspicious Package,High,Day,13,No,No,No,Under Investigation
INC00362,2026-03-28,Sydney,Australia,CCTV False Alarm,Low,Night,5,Yes,Yes,No,False Alarm
INC00363,2025-04-08,Singapore,Singapore,Emergency Exit Misuse,High,Evening,4,Yes,Yes,No,Confirmed
INC00364,2026-04-26,Bangalore,India,Tailgating,Medium,Evening,15,No,No,Yes,Confirmed
INC00365,2025-08-17,Singapore,Singapore,Badge Misuse,High,Day,7,No,Yes,No,Confirmed
INC00366,2026-05-25,London,UK,CCTV False Alarm,Low,Day,10,No,Yes,No,False Alarm
INC00367,2025-11-08,Bangalore,India,CCTV Offline,Medium,Night,16,No,Yes,No,Resolved
INC00368,2026-04-30,Singapore,Singapore,CCTV False Alarm,Low,Evening,7,No,Yes,No,False Alarm
INC00369,2025-12-30,London,UK,Emergency Exit Misuse,Medium,Day,18,Yes,Yes,No,Confirmed
INC00370,2026-02-24,Austin,USA,CCTV False Alarm,Low,Night,2,Yes,Yes,Yes,False Alarm
INC00371,2025-07-15,Berlin,Germany,Lost Badge,Medium,Night,11,Yes,No,No,Confirmed
INC00372,2025-01-05,Sydney,Australia,CCTV False Alarm,Low,Night,9,Yes,Yes,No,False Alarm
INC00373,2025-06-27,Sydney,Australia,CCTV Offline,Medium,Evening,11,Yes,Yes,No,Confirmed
INC00374,2025-12-18,Berlin,Germany,Visitor Policy Violation,Low,Day,9,N/A,Yes,Yes,Confirmed
INC00375,2025-08-11,Dublin,Ireland,CCTV Offline,Medium,Night,14,Yes,Yes,No,Under Investigation
INC00376,2025-12-27,Austin,USA,CCTV Offline,Medium,Night,18,Yes,Yes,No,Resolved
INC00377,2025-01-26,Dublin,Ireland,Visitor Policy Violation,Low,Evening,10,Yes,Yes,No,Under Investigation
INC00378,2025-10-30,Dublin,Ireland,Door Forced Open,High,Evening,13,Yes,Yes,No,Confirmed
INC00379,2025-10-22,Singapore,Singapore,Emergency Exit Misuse,High,Day,11,Yes,Yes,No,Resolved
INC00380,2026-03-30,Bangalore,India,Tailgating,High,Day,10,No,No,No,Resolved
INC00381,2025-03-18,Singapore,Singapore,Lost Badge,Medium,Day,13,Yes,Yes,No,Confirmed
INC00382,2026-04-23,Austin,USA,Door Forced Open,Critical,Day,14,No,Yes,Yes,Confirmed
INC00383,2026-01-02,Bangalore,India,Emergency Exit Misuse,High,Evening,19,Yes,No,No,Resolved
INC00384,2025-08-15,Austin,USA,Visitor Policy Violation,Medium,Day,15,No,Yes,No,Confirmed
INC00385,2025-12-21,Sydney,Australia,CCTV Offline,Medium,Day,2,No,Yes,No,Resolved
INC00386,2025-10-17,Tokyo,Japan,Visitor Policy Violation,Low,Day,15,Yes,Yes,No,Confirmed
INC00387,2025-07-17,Sydney,Australia,CCTV False Alarm,Low,Day,11,Yes,No,No,False Alarm
INC00388,2025-08-07,Bangalore,India,Emergency Exit Misuse,Medium,Day,13,No,Yes,Yes,Confirmed
INC00389,2025-06-07,Berlin,Germany,Emergency Exit Misuse,Medium,Night,19,Yes,Yes,Yes,Confirmed
INC00390,2026-02-22,London,UK,Suspicious Package,Critical,Night,13,Yes,Yes,No,Confirmed
INC00391,2025-03-06,London,UK,CCTV Offline,Medium,Evening,12,No,Yes,No,Confirmed
INC00392,2026-03-25,Dublin,Ireland,Suspicious Package,Critical,Day,5,Yes,No,Yes,Confirmed
INC00393,2025-10-30,Singapore,Singapore,Door Forced Open,Critical,Night,14,No,No,No,Confirmed
INC00394,2025-01-06,Tokyo,Japan,Tailgating,Medium,Day,11,Yes,Yes,No,Confirmed
INC00395,2026-06-09,Singapore,Singapore,Badge Misuse,Medium,Day,13,No,Yes,Yes,Resolved
INC00396,2025-03-16,Bangalore,India,CCTV Offline,Medium,Evening,14,Yes,Yes,Yes,Resolved
INC00397,2025-08-29,Sydney,Australia,Badge Misuse,High,Day,17,No,Yes,No,Resolved
INC00398,2026-01-09,Dublin,Ireland,Suspicious Package,Critical,Evening,16,No,No,Yes,Confirmed
INC00399,2026-01-04,Singapore,Singapore,Emergency Exit Misuse,High,Day,17,No,Yes,No,Confirmed
INC00400,2025-05-24,London,UK,Door Forced Open,High,Night,18,No,Yes,No,Resolved
INC00401,2026-02-19,London,UK,Tailgating,Medium,Night,12,Yes,Yes,No,Confirmed
INC00402,2025-10-25,Austin,USA,Badge Misuse,High,Day,8,Yes,Yes,Yes,Confirmed
INC00403,2025-06-19,Bangalore,India,Emergency Exit Misuse,Medium,Night,12,Yes,Yes,No,Under Investigation
INC00404,2026-05-15,Austin,USA,CCTV False Alarm,Low,Day,9,Yes,Yes,Yes,False Alarm
INC00405,2026-04-11,Singapore,Singapore,CCTV Offline,Medium,Day,13,No,Yes,No,Resolved
INC00406,2026-01-23,Dublin,Ireland,Suspicious Person,Medium,Day,11,Yes,Yes,No,Confirmed
INC00407,2025-12-20,Berlin,Germany,Lost Badge,Medium,Day,6,No,Yes,Yes,Confirmed
INC00408,2025-07-11,London,UK,CCTV Offline,Medium,Day,12,Yes,Yes,No,Resolved
INC00409,2026-05-06,Berlin,Germany,Badge Misuse,Medium,Evening,5,No,Yes,Yes,Confirmed
INC00410,2025-05-31,Austin,USA,Door Forced Open,High,Night,12,Yes,Yes,Yes,Under Investigation
INC00411,2025-08-10,Bangalore,India,Emergency Exit Misuse,High,Night,2,No,Yes,No,Resolved
INC00412,2025-12-17,Austin,USA,Suspicious Package,High,Day,16,No,Yes,Yes,Confirmed
INC00413,2026-06-01,Austin,USA,Unauthorized Access,Medium,Day,8,No,Yes,No,Confirmed
INC00414,2025-01-02,London,UK,Unauthorized Access,High,Evening,3,No,Yes,No,Confirmed
INC00415,2026-05-09,Tokyo,Japan,Tailgating,High,Day,13,Yes,Yes,No,Resolved
INC00416,2025-08-27,London,UK,Visitor Policy Violation,Low,Day,7,No,Yes,No,Confirmed
INC00417,2025-01-08,Dublin,Ireland,Lost Badge,Low,Night,9,Yes,Yes,No,Confirmed
INC00418,2025-09-17,Tokyo,Japan,Unauthorized Access,Medium,Day,10,Yes,Yes,No,Resolved
INC00419,2026-05-10,Berlin,Germany,Lost Badge,Medium,Evening,14,Yes,No,No,Resolved
INC00420,2026-04-03,Berlin,Germany,Door Forced Open,High,Night,17,No,No,Yes,Confirmed
INC00421,2025-01-06,Tokyo,Japan,CCTV Offline,Medium,Day,15,Yes,Yes,Yes,Confirmed
INC00422,2026-02-15,Tokyo,Japan,Unauthorized Access,Medium,Night,3,No,Yes,No,Confirmed
INC00423,2025-07-26,Austin,USA,Emergency Exit Misuse,High,Day,18,Yes,Yes,No,Confirmed
INC00424,2026-01-04,Singapore,Singapore,Suspicious Package,Critical,Evening,2,Yes,Yes,Yes,Under Investigation
INC00425,2025-07-25,Berlin,Germany,Badge Misuse,High,Day,3,Yes,Yes,No,Resolved
INC00426,2025-07-19,Tokyo,Japan,Badge Misuse,High,Day,11,Yes,Yes,Yes,Confirmed
INC00427,2025-12-15,London,UK,CCTV Offline,Medium,Evening,20,N/A,No,No,Confirmed
INC00428,2025-12-14,Sydney,Australia,Visitor Policy Violation,Medium,Night,9,N/A,Yes,No,Confirmed
INC00429,2026-01-27,Bangalore,India,CCTV False Alarm,Low,Day,2,No,Yes,No,False Alarm
INC00430,2025-09-27,Tokyo,Japan,CCTV Offline,Medium,Night,2,Yes,Yes,No,Resolved
INC00431,2025-12-29,London,UK,CCTV Offline,Medium,Evening,13,Yes,Yes,No,Confirmed
INC00432,2025-07-31,Singapore,Singapore,Lost Badge,Low,Night,18,Yes,No,No,Confirmed
INC00433,2026-05-20,London,UK,Unauthorized Access,Medium,Evening,5,Yes,Yes,No,Resolved
INC00434,2026-06-08,Sydney,Australia,Suspicious Package,High,Evening,6,Yes,Yes,No,Confirmed
INC00435,2026-02-08,Berlin,Germany,CCTV False Alarm,Low,Evening,17,Yes,Yes,No,False Alarm
INC00436,2026-01-24,Tokyo,Japan,Tailgating,Medium,Evening,5,Yes,Yes,No,Confirmed
INC00437,2025-12-18,Dublin,Ireland,Lost Badge,Medium,Evening,8,Yes,Yes,No,Under Investigation
INC00438,2025-08-23,Dublin,Ireland,CCTV False Alarm,Low,Evening,16,No,Yes,No,False Alarm
INC00439,2025-06-03,Berlin,Germany,Visitor Policy Violation,Low,Day,11,Yes,Yes,No,Resolved
INC00440,2025-02-18,Tokyo,Japan,CCTV False Alarm,Low,Day,12,Yes,Yes,Yes,False Alarm
INC00441,2025-12-09,Dublin,Ireland,CCTV False Alarm,Low,Day,11,Yes,No,No,False Alarm
INC00442,2025-07-23,Berlin,Germany,Unauthorized Access,High,Night,16,Yes,Yes,No,Under Investigation
INC00443,2026-05-15,Dublin,Ireland,Badge Misuse,High,Evening,12,Yes,Yes,No,Under Investigation
INC00444,2026-02-19,Austin,USA,Emergency Exit Misuse,High,Day,6,No,Yes,Yes,Confirmed
INC00445,2026-02-09,Tokyo,Japan,Emergency Exit Misuse,High,Night,11,No,Yes,No,Under Investigation
INC00446,2025-05-09,Berlin,Germany,Door Forced Open,High,Night,17,No,Yes,No,Resolved
INC00447,2025-04-08,London,UK,Lost Badge,Low,Day,21,Yes,Yes,No,Resolved
INC00448,2025-03-28,London,UK,Unauthorized Access,High,Evening,16,No,No,No,Confirmed
INC00449,2025-06-24,Dublin,Ireland,CCTV False Alarm,Low,Day,19,No,Yes,No,False Alarm
INC00450,2025-07-01,Dublin,Ireland,CCTV Offline,Medium,Day,13,Yes,Yes,No,Under Investigation
INC00451,2026-05-09,Berlin,Germany,CCTV Offline,Medium,Night,3,Yes,Yes,No,Confirmed
INC00452,2026-04-26,Bangalore,India,CCTV Offline,Medium,Day,9,Yes,Yes,No,Resolved
INC00453,2025-08-25,Dublin,Ireland,Tailgating,High,Night,13,Yes,No,No,Confirmed
INC00454,2026-03-09,Berlin,Germany,Visitor Policy Violation,Low,Day,5,No,Yes,No,Resolved
INC00455,2025-03-12,Dublin,Ireland,Suspicious Person,High,Day,13,No,Yes,No,Resolved
INC00456,2025-01-23,Singapore,Singapore,Badge Misuse,Medium,Day,15,Yes,Yes,No,Resolved
INC00457,2026-05-21,Bangalore,India,Lost Badge,Low,Day,13,No,Yes,No,Resolved
INC00458,2025-05-30,Bangalore,India,Badge Misuse,Medium,Night,17,Yes,Yes,Yes,Confirmed
INC00459,2025-05-05,Singapore,Singapore,Suspicious Person,High,Night,19,Yes,No,Yes,Under Investigation
INC00460,2025-08-02,Singapore,Singapore,CCTV False Alarm,Low,Evening,10,Yes,Yes,No,False Alarm
INC00461,2026-06-18,Tokyo,Japan,Door Forced Open,High,Night,16,Yes,Yes,Yes,Resolved
INC00462,2025-06-21,London,UK,Lost Badge,Medium,Day,15,No,Yes,No,Confirmed
INC00463,2025-06-08,Bangalore,India,Suspicious Package,High,Evening,10,Yes,Yes,No,Under Investigation
INC00464,2025-04-20,Bangalore,India,Tailgating,High,Evening,13,Yes,Yes,No,Resolved
INC00465,2026-01-22,Tokyo,Japan,CCTV False Alarm,Low,Day,10,No,Yes,No,False Alarm
INC00466,2025-07-11,Dublin,Ireland,CCTV Offline,Medium,Day,14,Yes,Yes,No,Under Investigation
INC00467,2025-09-27,Austin,USA,Unauthorized Access,Medium,Day,6,No,Yes,No,Under Investigation
INC00468,2025-03-06,Tokyo,Japan,Suspicious Package,Critical,Day,10,No,Yes,No,Confirmed
INC00469,2025-11-27,Sydney,Australia,CCTV Offline,Medium,Evening,8,Yes,Yes,Yes,Under Investigation
INC00470,2025-07-16,Austin,USA,Tailgating,Medium,Day,14,Yes,Yes,No,Resolved
INC00471,2025-03-14,Dublin,Ireland,Tailgating,High,Day,23,No,No,No,Confirmed
INC00472,2025-03-01,Bangalore,India,Badge Misuse,High,Night,12,No,Yes,Yes,Confirmed
INC00473,2025-04-10,Dublin,Ireland,Unauthorized Access,Medium,Night,14,Yes,Yes,No,Confirmed
INC00474,2026-01-02,Austin,USA,CCTV Offline,Medium,Night,14,No,Yes,No,Confirmed
INC00475,2025-06-11,Austin,USA,CCTV Offline,Medium,Evening,5,No,No,No,Under Investigation
INC00476,2025-11-28,Tokyo,Japan,Visitor Policy Violation,Medium,Night,10,No,Yes,Yes,Resolved
INC00477,2026-02-11,Dublin,Ireland,Badge Misuse,High,Day,13,Yes,Yes,Yes,Under Investigation
INC00478,2025-11-19,Bangalore,India,Suspicious Person,Medium,Day,12,Yes,No,No,Confirmed
INC00479,2025-06-09,Austin,USA,Unauthorized Access,Medium,Evening,15,Yes,Yes,No,Confirmed
INC00480,2025-11-29,Berlin,Germany,Suspicious Package,Critical,Night,15,No,Yes,No,Confirmed
INC00481,2026-01-26,London,UK,Suspicious Package,High,Day,13,No,Yes,No,Confirmed
INC00482,2026-01-27,London,UK,Lost Badge,Low,Evening,12,Yes,Yes,No,Confirmed
INC00483,2026-02-07,Tokyo,Japan,CCTV Offline,Medium,Day,20,Yes,Yes,No,Resolved
INC00484,2025-02-20,Austin,USA,Door Forced Open,Critical,Day,10,Yes,Yes,No,Confirmed
INC00485,2026-05-15,Austin,USA,Door Forced Open,Critical,Evening,6,Yes,No,No,Confirmed
INC00486,2025-04-02,Dublin,Ireland,Visitor Policy Violation,Medium,Evening,15,Yes,Yes,No,Confirmed
INC00487,2025-06-23,Tokyo,Japan,Suspicious Package,Critical,Night,18,N/A,Yes,Yes,Confirmed
INC00488,2025-03-29,Singapore,Singapore,Lost Badge,Medium,Day,11,Yes,Yes,No,Under Investigation
INC00489,2025-04-24,Dublin,Ireland,Tailgating,High,Evening,10,Yes,Yes,Yes,Confirmed
INC00490,2025-05-25,Dublin,Ireland,CCTV Offline,Medium,Evening,17,No,Yes,No,Under Investigation
INC00491,2025-07-25,Bangalore,India,Suspicious Person,Medium,Day,13,Yes,Yes,Yes,Confirmed
INC00492,2025-01-20,Dublin,Ireland,Emergency Exit Misuse,High,Night,5,Yes,No,No,Under Investigation
INC00493,2026-06-29,London,UK,Badge Misuse,High,Night,14,N/A,Yes,No,Confirmed
INC00494,2025-06-10,Dublin,Ireland,Badge Misuse,High,Day,13,Yes,Yes,No,Confirmed
INC00495,2025-01-31,Dublin,Ireland,Tailgating,High,Night,23,Yes,Yes,No,Confirmed
INC00496,2025-06-06,Berlin,Germany,CCTV Offline,Medium,Day,7,Yes,Yes,No,Confirmed
INC00497,2025-07-27,Austin,USA,Lost Badge,Low,Evening,14,No,Yes,Yes,Under Investigation
INC00498,2026-06-30,Austin,USA,Emergency Exit Misuse,Medium,Day,8,No,Yes,No,Under Investigation
INC00499,2025-11-07,Bangalore,India,Badge Misuse,High,Night,2,No,No,No,Resolved
INC00500,2025-10-01,London,UK,Door Forced Open,High,Day,16,No,Yes,No,Confirmed
INC00501,2026-05-04,Bangalore,India,Badge Misuse,Medium,Evening,18,Yes,Yes,Yes,Confirmed
INC00502,2025-02-03,Sydney,Australia,Door Forced Open,High,Day,19,Yes,No,No,Under Investigation
INC00503,2025-03-09,Singapore,Singapore,Emergency Exit Misuse,Medium,Night,17,Yes,Yes,No,Under Investigation
INC00504,2026-01-25,Singapore,Singapore,Visitor Policy Violation,Medium,Night,23,No,Yes,No,Confirmed
INC00505,2025-02-13,Bangalore,India,CCTV Offline,Medium,Evening,14,Yes,No,Yes,Confirmed
INC00506,2025-11-08,Bangalore,India,Lost Badge,Medium,Day,9,No,Yes,Yes,Confirmed
INC00507,2026-04-08,Bangalore,India,CCTV Offline,Medium,Evening,16,Yes,Yes,No,Confirmed
INC00508,2025-07-03,Berlin,Germany,Visitor Policy Violation,Medium,Evening,15,Yes,No,No,Under Investigation
INC00509,2025-06-17,London,UK,Suspicious Person,High,Evening,11,Yes,Yes,No,Confirmed
INC00510,2026-01-25,Berlin,Germany,CCTV Offline,Medium,Day,9,Yes,Yes,No,Under Investigation
INC00511,2025-02-22,Austin,USA,Door Forced Open,High,Day,8,No,Yes,No,Confirmed
INC00512,2025-09-17,Austin,USA,Lost Badge,Low,Evening,14,Yes,Yes,No,Resolved
INC00513,2026-05-03,Sydney,Australia,Lost Badge,Low,Evening,6,No,Yes,No,Confirmed
INC00514,2025-12-24,Singapore,Singapore,Tailgating,Medium,Day,13,Yes,No,No,Resolved
INC00515,2026-03-03,Dublin,Ireland,Badge Misuse,Medium,Day,14,Yes,Yes,No,Confirmed
INC00516,2025-04-06,Austin,USA,CCTV False Alarm,Low,Night,11,No,Yes,No,False Alarm
INC00517,2025-05-18,London,UK,Visitor Policy Violation,Low,Day,19,Yes,Yes,Yes,Confirmed
INC00518,2025-10-22,Bangalore,India,Unauthorized Access,Medium,Evening,18,Yes,No,No,Confirmed
INC00519,2026-05-25,Tokyo,Japan,Door Forced Open,Critical,Evening,8,No,Yes,No,Confirmed
INC00520,2025-08-01,Bangalore,India,CCTV False Alarm,Low,Night,12,No,No,No,False Alarm
INC00521,2025-07-26,Tokyo,Japan,Badge Misuse,Medium,Day,10,Yes,Yes,No,Resolved
INC00522,2025-01-30,London,UK,Emergency Exit Misuse,High,Day,8,No,Yes,No,Under Investigation
INC00523,2026-05-09,Sydney,Australia,CCTV False Alarm,Low,Evening,15,No,No,No,False Alarm
INC00524,2025-11-20,Berlin,Germany,Tailgating,High,Evening,16,Yes,Yes,No,Confirmed
INC00525,2025-02-01,Tokyo,Japan,Unauthorized Access,Medium,Day,9,Yes,Yes,No,Confirmed
INC00526,2025-10-06,London,UK,Suspicious Person,High,Night,16,Yes,Yes,Yes,Confirmed
