incident_id,date,site,country,incident_type,severity,shift,response_time_min,badge_access,cctv_alert,visitor,outcome,year,month,month_name,year_month,day_of_week,is_weekend,severity_weight,high_risk_target,is_confirmed,is_unresolved,is_false_alarm,slow_response
INC00742,2025-05-04,Berlin,Germany,Badge Misuse,High,Day,9,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Sunday,True,3,1,1,0,0,0
INC00896,2025-05-04,London,UK,Unauthorized Access,Medium,Evening,5,Yes,No,No,Resolved,2025,5,May,2025-05,Sunday,True,2,0,0,0,0,0
INC01568,2025-05-04,Singapore,Singapore,CCTV Offline,Medium,Evening,12,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Sunday,True,2,0,1,0,0,0
INC00148,2025-05-05,Berlin,Germany,Unauthorized Access,High,Day,12,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Monday,False,3,1,1,0,0,0
INC00459,2025-05-05,Singapore,Singapore,Suspicious Person,High,Night,19,Yes,No,Yes,Under Investigation,2025,5,May,2025-05,Monday,False,3,1,0,1,0,1
INC00800,2025-05-05,Singapore,Singapore,CCTV False Alarm,Low,Night,22,N/A,Yes,Yes,False Alarm,2025,5,May,2025-05,Monday,False,1,0,0,0,1,1
INC01022,2025-05-05,Sydney,Australia,Tailgating,High,Day,12,Yes,Yes,Yes,Confirmed,2025,5,May,2025-05,Monday,False,3,1,1,0,0,0
INC01066,2025-05-05,London,UK,Lost Badge,Medium,Evening,10,No,Yes,Yes,Confirmed,2025,5,May,2025-05,Monday,False,2,0,1,0,0,0
INC00663,2025-05-06,Dublin,Ireland,CCTV False Alarm,Low,Day,12,No,Yes,No,False Alarm,2025,5,May,2025-05,Tuesday,False,1,0,0,0,1,0
INC00862,2025-05-06,Bangalore,India,CCTV Offline,Medium,Night,8,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Tuesday,False,2,0,1,0,0,0
INC01632,2025-05-06,Singapore,Singapore,Badge Misuse,High,Day,15,Yes,Yes,No,Under Investigation,2025,5,May,2025-05,Tuesday,False,3,1,0,1,0,0
INC01975,2025-05-06,Tokyo,Japan,CCTV Offline,Medium,Night,16,No,Yes,No,Confirmed,2025,5,May,2025-05,Tuesday,False,2,0,1,0,0,1
INC00272,2025-05-07,Singapore,Singapore,Unauthorized Access,Medium,Day,14,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,2,0,1,0,0,0
INC00332,2025-05-07,Sydney,Australia,CCTV Offline,Medium,Evening,8,No,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,2,0,1,0,0,0
INC01023,2025-05-07,Dublin,Ireland,Suspicious Package,High,Night,5,Yes,No,No,Confirmed,2025,5,May,2025-05,Wednesday,False,3,1,1,0,0,0
INC01494,2025-05-07,Singapore,Singapore,CCTV False Alarm,Low,Day,8,No,Yes,No,False Alarm,2025,5,May,2025-05,Wednesday,False,1,0,0,0,1,0
INC00804,2025-05-08,Bangalore,India,Suspicious Package,Critical,Day,6,Yes,Yes,Yes,Confirmed,2025,5,May,2025-05,Thursday,False,4,1,1,0,0,0
INC00813,2025-05-08,Singapore,Singapore,CCTV Offline,Medium,Day,9,No,Yes,Yes,Confirmed,2025,5,May,2025-05,Thursday,False,2,0,1,0,0,0
INC00824,2025-05-08,London,UK,Visitor Policy Violation,Low,Night,12,Yes,Yes,Yes,Confirmed,2025,5,May,2025-05,Thursday,False,1,0,1,0,0,0
INC00861,2025-05-08,Bangalore,India,Visitor Policy Violation,Medium,Day,12,No,Yes,No,Resolved,2025,5,May,2025-05,Thursday,False,2,0,0,0,0,0
INC00981,2025-05-08,Sydney,Australia,Tailgating,High,Day,5,Yes,Yes,Yes,Confirmed,2025,5,May,2025-05,Thursday,False,3,1,1,0,0,0
INC01179,2025-05-08,Tokyo,Japan,Visitor Policy Violation,Medium,Day,19,No,Yes,No,Resolved,2025,5,May,2025-05,Thursday,False,2,0,0,0,0,1
INC01246,2025-05-08,Sydney,Australia,Lost Badge,Medium,Day,4,Yes,Yes,Yes,Under Investigation,2025,5,May,2025-05,Thursday,False,2,0,0,1,0,0
INC00446,2025-05-09,Berlin,Germany,Door Forced Open,High,Night,17,No,Yes,No,Resolved,2025,5,May,2025-05,Friday,False,3,1,0,0,0,1
INC00547,2025-05-09,Tokyo,Japan,Visitor Policy Violation,Low,Day,13,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Friday,False,1,0,1,0,0,0
INC01303,2025-05-09,Berlin,Germany,CCTV Offline,Medium,Night,14,No,Yes,No,Resolved,2025,5,May,2025-05,Friday,False,2,0,0,0,0,0
INC01457,2025-05-10,London,UK,Door Forced Open,High,Night,13,No,Yes,No,Resolved,2025,5,May,2025-05,Saturday,True,3,1,0,0,0,0
INC01518,2025-05-10,Sydney,Australia,Unauthorized Access,Medium,Night,4,No,Yes,No,Under Investigation,2025,5,May,2025-05,Saturday,True,2,0,0,1,0,0
INC01965,2025-05-10,Sydney,Australia,Badge Misuse,High,Night,19,No,Yes,Yes,Confirmed,2025,5,May,2025-05,Saturday,True,3,1,1,0,0,1
INC01799,2025-05-11,Sydney,Australia,CCTV False Alarm,Low,Night,11,Yes,Yes,No,False Alarm,2025,5,May,2025-05,Sunday,True,1,0,0,0,1,0
INC00755,2025-05-12,Singapore,Singapore,Emergency Exit Misuse,Medium,Day,11,No,No,No,Resolved,2025,5,May,2025-05,Monday,False,2,0,0,0,0,0
INC01349,2025-05-12,Dublin,Ireland,Lost Badge,Medium,Day,11,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Monday,False,2,0,1,0,0,0
INC00794,2025-05-13,Berlin,Germany,Visitor Policy Violation,Low,Night,10,Yes,Yes,Yes,Under Investigation,2025,5,May,2025-05,Tuesday,False,1,0,0,1,0,0
INC00630,2025-05-14,Austin,USA,Lost Badge,Medium,Day,7,N/A,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,2,0,1,0,0,0
INC00728,2025-05-14,London,UK,Unauthorized Access,Medium,Day,7,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,2,0,1,0,0,0
INC00776,2025-05-14,London,UK,Unauthorized Access,Medium,Night,2,No,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,2,0,1,0,0,0
INC00140,2025-05-15,Bangalore,India,Emergency Exit Misuse,High,Night,16,Yes,Yes,Yes,Resolved,2025,5,May,2025-05,Thursday,False,3,1,0,0,0,1
INC01232,2025-05-15,Sydney,Australia,Emergency Exit Misuse,High,Night,18,Yes,Yes,Yes,Resolved,2025,5,May,2025-05,Thursday,False,3,1,0,0,0,1
INC00028,2025-05-16,London,UK,Unauthorized Access,Medium,Evening,15,No,No,No,Confirmed,2025,5,May,2025-05,Friday,False,2,0,1,0,0,0
INC00890,2025-05-16,Austin,USA,Lost Badge,Low,Day,11,Yes,Yes,Yes,Confirmed,2025,5,May,2025-05,Friday,False,1,0,1,0,0,0
INC01870,2025-05-16,Berlin,Germany,Badge Misuse,High,Evening,6,No,Yes,Yes,Confirmed,2025,5,May,2025-05,Friday,False,3,1,1,0,0,0
INC00879,2025-05-17,Singapore,Singapore,Door Forced Open,High,Day,2,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Saturday,True,3,1,1,0,0,0
INC00885,2025-05-17,Singapore,Singapore,Unauthorized Access,Medium,Day,5,No,Yes,Yes,Confirmed,2025,5,May,2025-05,Saturday,True,2,0,1,0,0,0
INC01144,2025-05-17,London,UK,Visitor Policy Violation,Low,Day,2,Yes,Yes,No,Resolved,2025,5,May,2025-05,Saturday,True,1,0,0,0,0,0
INC01451,2025-05-17,Bangalore,India,Tailgating,High,Day,9,No,No,No,Resolved,2025,5,May,2025-05,Saturday,True,3,1,0,0,0,0
INC00517,2025-05-18,London,UK,Visitor Policy Violation,Low,Day,19,Yes,Yes,Yes,Confirmed,2025,5,May,2025-05,Sunday,True,1,0,1,0,0,1
INC01542,2025-05-18,London,UK,Emergency Exit Misuse,Medium,Evening,10,Yes,Yes,Yes,Under Investigation,2025,5,May,2025-05,Sunday,True,2,0,0,1,0,0
INC01315,2025-05-19,Tokyo,Japan,Unauthorized Access,High,Day,6,No,Yes,No,Under Investigation,2025,5,May,2025-05,Monday,False,3,1,0,1,0,0
INC01519,2025-05-19,London,UK,CCTV Offline,Medium,Day,14,No,Yes,Yes,Confirmed,2025,5,May,2025-05,Monday,False,2,0,1,0,0,0
INC00237,2025-05-20,Tokyo,Japan,CCTV False Alarm,Low,Day,9,No,Yes,Yes,False Alarm,2025,5,May,2025-05,Tuesday,False,1,0,0,0,1,0
INC00097,2025-05-21,Singapore,Singapore,Suspicious Package,High,Evening,4,No,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,3,1,1,0,0,0
INC00179,2025-05-21,Berlin,Germany,CCTV Offline,Medium,Day,9,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,2,0,1,0,0,0
INC00774,2025-05-21,Dublin,Ireland,Unauthorized Access,Medium,Night,6,Yes,Yes,Yes,Under Investigation,2025,5,May,2025-05,Wednesday,False,2,0,0,1,0,0
INC01355,2025-05-21,Singapore,Singapore,Lost Badge,Low,Night,7,No,Yes,Yes,Resolved,2025,5,May,2025-05,Wednesday,False,1,0,0,0,0,0
INC01394,2025-05-21,Dublin,Ireland,Suspicious Package,Critical,Day,19,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,4,1,1,0,0,1
INC01727,2025-05-21,Sydney,Australia,Unauthorized Access,High,Night,11,No,No,No,Confirmed,2025,5,May,2025-05,Wednesday,False,3,1,1,0,0,0
INC01944,2025-05-21,Tokyo,Japan,Suspicious Package,High,Night,22,Yes,Yes,Yes,Under Investigation,2025,5,May,2025-05,Wednesday,False,3,1,0,1,0,1
INC00010,2025-05-22,Berlin,Germany,Badge Misuse,Medium,Night,14,Yes,Yes,Yes,Confirmed,2025,5,May,2025-05,Thursday,False,2,0,1,0,0,0
INC00785,2025-05-22,Dublin,Ireland,Suspicious Person,High,Day,20,No,No,Yes,Confirmed,2025,5,May,2025-05,Thursday,False,3,1,1,0,0,1
INC01011,2025-05-22,Berlin,Germany,Badge Misuse,Medium,Day,9,No,Yes,No,Confirmed,2025,5,May,2025-05,Thursday,False,2,0,1,0,0,0
INC00001,2025-05-23,London,UK,Tailgating,High,Day,11,No,Yes,No,Confirmed,2025,5,May,2025-05,Friday,False,3,1,1,0,0,0
INC01644,2025-05-23,Sydney,Australia,Visitor Policy Violation,Medium,Night,5,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Friday,False,2,0,1,0,0,0
INC00339,2025-05-24,Singapore,Singapore,Tailgating,High,Evening,10,N/A,Yes,No,Confirmed,2025,5,May,2025-05,Saturday,True,3,1,1,0,0,0
INC00400,2025-05-24,London,UK,Door Forced Open,High,Night,18,No,Yes,No,Resolved,2025,5,May,2025-05,Saturday,True,3,1,0,0,0,1
INC00927,2025-05-24,Berlin,Germany,Door Forced Open,High,Evening,11,Yes,Yes,No,Resolved,2025,5,May,2025-05,Saturday,True,3,1,0,0,0,0
INC01207,2025-05-24,Dublin,Ireland,CCTV Offline,Medium,Evening,12,No,Yes,No,Under Investigation,2025,5,May,2025-05,Saturday,True,2,0,0,1,0,0
INC00136,2025-05-25,Austin,USA,Badge Misuse,Medium,Evening,12,No,Yes,No,Resolved,2025,5,May,2025-05,Sunday,True,2,0,0,0,0,0
INC00490,2025-05-25,Dublin,Ireland,CCTV Offline,Medium,Evening,17,No,Yes,No,Under Investigation,2025,5,May,2025-05,Sunday,True,2,0,0,1,0,1
INC01338,2025-05-25,London,UK,Badge Misuse,High,Evening,16,Yes,No,No,Confirmed,2025,5,May,2025-05,Sunday,True,3,1,1,0,0,1
INC00307,2025-05-26,Tokyo,Japan,Tailgating,Medium,Day,13,No,No,No,Under Investigation,2025,5,May,2025-05,Monday,False,2,0,0,1,0,0
INC01050,2025-05-26,Singapore,Singapore,Unauthorized Access,High,Night,15,Yes,Yes,No,Resolved,2025,5,May,2025-05,Monday,False,3,1,0,0,0,0
INC01245,2025-05-26,London,UK,Suspicious Package,Critical,Day,8,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Monday,False,4,1,1,0,0,0
INC01895,2025-05-26,London,UK,CCTV False Alarm,Low,Day,21,No,Yes,No,False Alarm,2025,5,May,2025-05,Monday,False,1,0,0,0,1,1
INC00840,2025-05-27,London,UK,Visitor Policy Violation,Medium,Evening,16,No,No,No,Resolved,2025,5,May,2025-05,Tuesday,False,2,0,0,0,0,1
INC01063,2025-05-27,Berlin,Germany,Unauthorized Access,High,Night,18,Yes,No,No,Confirmed,2025,5,May,2025-05,Tuesday,False,3,1,1,0,0,1
INC00924,2025-05-28,Tokyo,Japan,Badge Misuse,Medium,Day,11,No,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,2,0,1,0,0,0
INC01573,2025-05-28,Singapore,Singapore,Suspicious Package,High,Evening,16,No,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,3,1,1,0,0,1
INC01588,2025-05-28,Bangalore,India,Badge Misuse,Medium,Day,18,Yes,No,Yes,Resolved,2025,5,May,2025-05,Wednesday,False,2,0,0,0,0,1
INC01631,2025-05-28,London,UK,Emergency Exit Misuse,High,Day,12,No,Yes,Yes,Confirmed,2025,5,May,2025-05,Wednesday,False,3,1,1,0,0,0
INC01996,2025-05-28,Sydney,Australia,Suspicious Package,High,Day,16,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Wednesday,False,3,1,1,0,0,1
INC00108,2025-05-29,Austin,USA,Suspicious Package,Critical,Day,15,N/A,Yes,No,Confirmed,2025,5,May,2025-05,Thursday,False,4,1,1,0,0,0
INC00560,2025-05-29,Singapore,Singapore,Visitor Policy Violation,Medium,Evening,13,Yes,Yes,No,Resolved,2025,5,May,2025-05,Thursday,False,2,0,0,0,0,0
INC00703,2025-05-29,Singapore,Singapore,Tailgating,Medium,Evening,8,No,Yes,Yes,Confirmed,2025,5,May,2025-05,Thursday,False,2,0,1,0,0,0
INC01374,2025-05-29,Austin,USA,Tailgating,High,Evening,13,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Thursday,False,3,1,1,0,0,0
INC00458,2025-05-30,Bangalore,India,Badge Misuse,Medium,Night,17,Yes,Yes,Yes,Confirmed,2025,5,May,2025-05,Friday,False,2,0,1,0,0,1
INC00633,2025-05-30,Austin,USA,Emergency Exit Misuse,High,Day,18,No,Yes,Yes,Confirmed,2025,5,May,2025-05,Friday,False,3,1,1,0,0,1
INC00767,2025-05-30,Berlin,Germany,CCTV Offline,Medium,Day,14,Yes,Yes,Yes,Confirmed,2025,5,May,2025-05,Friday,False,2,0,1,0,0,0
INC01407,2025-05-30,Sydney,Australia,Suspicious Person,High,Evening,11,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Friday,False,3,1,1,0,0,0
INC01434,2025-05-30,Austin,USA,Visitor Policy Violation,Low,Day,9,No,No,No,Confirmed,2025,5,May,2025-05,Friday,False,1,0,1,0,0,0
INC01495,2025-05-30,Dublin,Ireland,CCTV False Alarm,Low,Night,13,No,No,No,False Alarm,2025,5,May,2025-05,Friday,False,1,0,0,0,1,0
INC00410,2025-05-31,Austin,USA,Door Forced Open,High,Night,12,Yes,Yes,Yes,Under Investigation,2025,5,May,2025-05,Saturday,True,3,1,0,1,0,0
INC01116,2025-05-31,Singapore,Singapore,Lost Badge,Low,Night,10,Yes,Yes,Yes,Confirmed,2025,5,May,2025-05,Saturday,True,1,0,1,0,0,0
INC01393,2025-05-31,Berlin,Germany,Unauthorized Access,Medium,Day,9,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Saturday,True,2,0,1,0,0,0
INC01432,2025-05-31,Sydney,Australia,Lost Badge,Low,Day,9,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Saturday,True,1,0,1,0,0,0
INC01566,2025-05-31,Austin,USA,Visitor Policy Violation,Medium,Evening,10,Yes,Yes,No,Confirmed,2025,5,May,2025-05,Saturday,True,2,0,1,0,0,0
INC00033,2025-06-01,Austin,USA,CCTV Offline,Medium,Night,10,Yes,No,No,Confirmed,2025,6,Jun,2025-06,Sunday,True,2,0,1,0,0,0
INC00826,2025-06-01,Tokyo,Japan,Emergency Exit Misuse,Medium,Evening,5,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Sunday,True,2,0,1,0,0,0
INC01182,2025-06-01,Dublin,Ireland,Suspicious Package,Critical,Night,18,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Sunday,True,4,1,1,0,0,1
INC01660,2025-06-01,London,UK,Emergency Exit Misuse,High,Day,23,Yes,No,Yes,Confirmed,2025,6,Jun,2025-06,Sunday,True,3,1,1,0,0,1
INC00074,2025-06-02,Singapore,Singapore,Visitor Policy Violation,Low,Evening,15,No,No,Yes,Confirmed,2025,6,Jun,2025-06,Monday,False,1,0,1,0,0,0
INC00299,2025-06-02,Austin,USA,Suspicious Person,High,Day,18,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Monday,False,3,1,1,0,0,1
INC00685,2025-06-02,Austin,USA,CCTV Offline,Medium,Day,14,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Monday,False,2,0,1,0,0,0
INC00919,2025-06-02,Dublin,Ireland,Unauthorized Access,Medium,Night,12,Yes,Yes,No,Under Investigation,2025,6,Jun,2025-06,Monday,False,2,0,0,1,0,0
INC00325,2025-06-03,Sydney,Australia,Tailgating,High,Day,15,No,No,No,Confirmed,2025,6,Jun,2025-06,Tuesday,False,3,1,1,0,0,0
INC00439,2025-06-03,Berlin,Germany,Visitor Policy Violation,Low,Day,11,Yes,Yes,No,Resolved,2025,6,Jun,2025-06,Tuesday,False,1,0,0,0,0,0
INC01009,2025-06-03,Bangalore,India,CCTV False Alarm,Low,Evening,7,Yes,Yes,No,False Alarm,2025,6,Jun,2025-06,Tuesday,False,1,0,0,0,1,0
INC01187,2025-06-03,Tokyo,Japan,Lost Badge,Medium,Day,10,No,Yes,No,Confirmed,2025,6,Jun,2025-06,Tuesday,False,2,0,1,0,0,0
INC01597,2025-06-03,Sydney,Australia,Suspicious Package,High,Day,16,Yes,Yes,No,Resolved,2025,6,Jun,2025-06,Tuesday,False,3,1,0,0,0,1
INC01611,2025-06-03,Bangalore,India,Suspicious Package,High,Night,9,Yes,No,No,Confirmed,2025,6,Jun,2025-06,Tuesday,False,3,1,1,0,0,0
INC00556,2025-06-04,Dublin,Ireland,Tailgating,Medium,Evening,13,No,Yes,Yes,Resolved,2025,6,Jun,2025-06,Wednesday,False,2,0,0,0,0,0
INC00720,2025-06-04,Berlin,Germany,Tailgating,High,Night,6,No,Yes,No,Resolved,2025,6,Jun,2025-06,Wednesday,False,3,1,0,0,0,0
INC01810,2025-06-04,Tokyo,Japan,Emergency Exit Misuse,High,Day,18,Yes,Yes,No,Under Investigation,2025,6,Jun,2025-06,Wednesday,False,3,1,0,1,0,1
INC00936,2025-06-05,Berlin,Germany,CCTV False Alarm,Low,Day,21,No,Yes,No,False Alarm,2025,6,Jun,2025-06,Thursday,False,1,0,0,0,1,1
INC01099,2025-06-05,Berlin,Germany,Tailgating,Medium,Night,17,Yes,No,No,Resolved,2025,6,Jun,2025-06,Thursday,False,2,0,0,0,0,1
INC01412,2025-06-05,Dublin,Ireland,CCTV Offline,Medium,Night,12,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Thursday,False,2,0,1,0,0,0
INC01687,2025-06-05,Bangalore,India,Suspicious Person,High,Evening,12,Yes,Yes,Yes,Under Investigation,2025,6,Jun,2025-06,Thursday,False,3,1,0,1,0,0
INC00115,2025-06-06,Berlin,Germany,Badge Misuse,High,Day,9,Yes,Yes,No,Resolved,2025,6,Jun,2025-06,Friday,False,3,1,0,0,0,0
INC00496,2025-06-06,Berlin,Germany,CCTV Offline,Medium,Day,7,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Friday,False,2,0,1,0,0,0
INC01114,2025-06-06,Dublin,Ireland,CCTV Offline,Medium,Day,22,Yes,Yes,Yes,Confirmed,2025,6,Jun,2025-06,Friday,False,2,0,1,0,0,1
INC01124,2025-06-06,London,UK,Tailgating,High,Day,3,No,Yes,No,Confirmed,2025,6,Jun,2025-06,Friday,False,3,1,1,0,0,0
INC01881,2025-06-06,Austin,USA,Lost Badge,Low,Day,9,Yes,Yes,No,Under Investigation,2025,6,Jun,2025-06,Friday,False,1,0,0,1,0,0
INC01922,2025-06-06,Austin,USA,Lost Badge,Low,Night,13,Yes,Yes,No,Under Investigation,2025,6,Jun,2025-06,Friday,False,1,0,0,1,0,0
INC00241,2025-06-07,Sydney,Australia,Door Forced Open,Critical,Day,10,Yes,No,No,Confirmed,2025,6,Jun,2025-06,Saturday,True,4,1,1,0,0,0
INC00389,2025-06-07,Berlin,Germany,Emergency Exit Misuse,Medium,Night,19,Yes,Yes,Yes,Confirmed,2025,6,Jun,2025-06,Saturday,True,2,0,1,0,0,1
INC00868,2025-06-07,Singapore,Singapore,Badge Misuse,Medium,Day,10,Yes,Yes,No,Under Investigation,2025,6,Jun,2025-06,Saturday,True,2,0,0,1,0,0
INC01142,2025-06-07,Singapore,Singapore,Visitor Policy Violation,Low,Night,12,No,No,No,Confirmed,2025,6,Jun,2025-06,Saturday,True,1,0,1,0,0,0
INC01904,2025-06-07,Berlin,Germany,Lost Badge,Medium,Day,6,No,Yes,No,Confirmed,2025,6,Jun,2025-06,Saturday,True,2,0,1,0,0,0
INC00088,2025-06-08,Sydney,Australia,Tailgating,Medium,Day,21,Yes,Yes,No,Resolved,2025,6,Jun,2025-06,Sunday,True,2,0,0,0,0,1
INC00139,2025-06-08,Sydney,Australia,Lost Badge,Low,Night,20,Yes,Yes,No,Under Investigation,2025,6,Jun,2025-06,Sunday,True,1,0,0,1,0,1
INC00463,2025-06-08,Bangalore,India,Suspicious Package,High,Evening,10,Yes,Yes,No,Under Investigation,2025,6,Jun,2025-06,Sunday,True,3,1,0,1,0,0
INC01198,2025-06-08,Dublin,Ireland,Suspicious Package,Critical,Evening,8,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Sunday,True,4,1,1,0,0,0
INC01279,2025-06-08,Austin,USA,Unauthorized Access,High,Day,23,No,No,No,Confirmed,2025,6,Jun,2025-06,Sunday,True,3,1,1,0,0,1
INC00030,2025-06-09,Austin,USA,Suspicious Person,Medium,Night,12,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Monday,False,2,0,1,0,0,0
INC00479,2025-06-09,Austin,USA,Unauthorized Access,Medium,Evening,15,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Monday,False,2,0,1,0,0,0
INC00947,2025-06-09,Sydney,Australia,Unauthorized Access,High,Evening,14,Yes,Yes,No,Resolved,2025,6,Jun,2025-06,Monday,False,3,1,0,0,0,0
INC00494,2025-06-10,Dublin,Ireland,Badge Misuse,High,Day,13,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Tuesday,False,3,1,1,0,0,0
INC01307,2025-06-10,Berlin,Germany,Tailgating,Medium,Day,5,Yes,No,Yes,Confirmed,2025,6,Jun,2025-06,Tuesday,False,2,0,1,0,0,0
INC00190,2025-06-11,Sydney,Australia,Unauthorized Access,Medium,Day,19,Yes,No,No,Confirmed,2025,6,Jun,2025-06,Wednesday,False,2,0,1,0,0,1
INC00475,2025-06-11,Austin,USA,CCTV Offline,Medium,Evening,5,No,No,No,Under Investigation,2025,6,Jun,2025-06,Wednesday,False,2,0,0,1,0,0
INC00531,2025-06-11,Tokyo,Japan,CCTV False Alarm,Low,Day,11,No,Yes,Yes,False Alarm,2025,6,Jun,2025-06,Wednesday,False,1,0,0,0,1,0
INC00926,2025-06-11,London,UK,Emergency Exit Misuse,Medium,Evening,10,Yes,Yes,Yes,Confirmed,2025,6,Jun,2025-06,Wednesday,False,2,0,1,0,0,0
INC01868,2025-06-11,Singapore,Singapore,Suspicious Package,High,Day,13,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Wednesday,False,3,1,1,0,0,0
INC00134,2025-06-12,Singapore,Singapore,CCTV False Alarm,Low,Evening,18,Yes,No,No,False Alarm,2025,6,Jun,2025-06,Thursday,False,1,0,0,0,1,1
INC00346,2025-06-12,Dublin,Ireland,Lost Badge,Low,Evening,6,Yes,Yes,Yes,Resolved,2025,6,Jun,2025-06,Thursday,False,1,0,0,0,0,0
INC01168,2025-06-12,London,UK,Suspicious Package,High,Day,10,No,No,No,Confirmed,2025,6,Jun,2025-06,Thursday,False,3,1,1,0,0,0
INC01534,2025-06-12,Austin,USA,CCTV Offline,Medium,Day,14,Yes,No,No,Confirmed,2025,6,Jun,2025-06,Thursday,False,2,0,1,0,0,0
INC01856,2025-06-12,Austin,USA,Lost Badge,Low,Day,14,Yes,Yes,No,Resolved,2025,6,Jun,2025-06,Thursday,False,1,0,0,0,0,0
INC00724,2025-06-13,Dublin,Ireland,CCTV Offline,Medium,Night,17,Yes,No,No,Confirmed,2025,6,Jun,2025-06,Friday,False,2,0,1,0,0,1
INC01968,2025-06-13,Singapore,Singapore,Visitor Policy Violation,Medium,Night,24,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Friday,False,2,0,1,0,0,1
INC00144,2025-06-14,London,UK,CCTV Offline,Medium,Day,9,Yes,No,Yes,Confirmed,2025,6,Jun,2025-06,Saturday,True,2,0,1,0,0,0
INC00669,2025-06-14,Singapore,Singapore,Suspicious Person,Medium,Night,18,No,Yes,No,Confirmed,2025,6,Jun,2025-06,Saturday,True,2,0,1,0,0,1
INC00937,2025-06-14,Singapore,Singapore,Lost Badge,Low,Night,17,N/A,Yes,No,Resolved,2025,6,Jun,2025-06,Saturday,True,1,0,0,0,0,1
INC00951,2025-06-14,Berlin,Germany,CCTV False Alarm,Low,Evening,17,No,Yes,No,False Alarm,2025,6,Jun,2025-06,Saturday,True,1,0,0,0,1,1
INC01243,2025-06-14,Berlin,Germany,Door Forced Open,High,Evening,12,N/A,Yes,No,Resolved,2025,6,Jun,2025-06,Saturday,True,3,1,0,0,0,0
INC01475,2025-06-14,London,UK,Unauthorized Access,Medium,Day,4,Yes,No,No,Confirmed,2025,6,Jun,2025-06,Saturday,True,2,0,1,0,0,0
INC00596,2025-06-15,London,UK,Tailgating,High,Evening,7,No,No,No,Confirmed,2025,6,Jun,2025-06,Sunday,True,3,1,1,0,0,0
INC01174,2025-06-15,Berlin,Germany,CCTV Offline,Medium,Night,9,Yes,Yes,Yes,Confirmed,2025,6,Jun,2025-06,Sunday,True,2,0,1,0,0,0
INC00611,2025-06-16,Tokyo,Japan,Badge Misuse,Medium,Day,9,Yes,No,No,Under Investigation,2025,6,Jun,2025-06,Monday,False,2,0,0,1,0,0
INC00627,2025-06-16,Sydney,Australia,Visitor Policy Violation,Medium,Night,14,Yes,Yes,No,Resolved,2025,6,Jun,2025-06,Monday,False,2,0,0,0,0,0
INC01640,2025-06-16,Sydney,Australia,Unauthorized Access,High,Night,16,N/A,No,No,Under Investigation,2025,6,Jun,2025-06,Monday,False,3,1,0,1,0,1
INC01886,2025-06-16,Sydney,Australia,Unauthorized Access,Medium,Day,23,N/A,Yes,Yes,Confirmed,2025,6,Jun,2025-06,Monday,False,2,0,1,0,0,1
INC01928,2025-06-16,Sydney,Australia,Lost Badge,Medium,Evening,10,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Monday,False,2,0,1,0,0,0
INC00509,2025-06-17,London,UK,Suspicious Person,High,Evening,11,Yes,Yes,No,Confirmed,2025,6,Jun,2025-06,Tuesday,False,3,1,1,0,0,0
INC01826,2025-06-17,Sydney,Australia,Tailgating,Medium,Evening,16,No,No,No,Resolved,2025,6,Jun,2025-06,Tuesday,False,2,0,0,0,0,1
